id,account,group,topic,text
p0307,syn_13,synthetic,enforcement_policy,"Balanced regulation protects young people far better than prohibition. At the same time, better enforcement of current age limits beats sweeping new restrictions. Restrictive policy risks fuelling an uncontrolled illicit trade. Worth remembering. A proportionate, evidence-based approach serves public health best."
p0308,syn_07,synthetic,retail_licensing,"The data increasingly recognise the harm reduction potential of these options. In practice, applying the rules already on the books works better than fresh prohibitions. Responsible regulation, not prohibition, is the proportionate path forward."
p0309,mix_00,mixed,taxation,"it is that simple. Driving products underground makes them less safe, not more. treating adult consumers as incapable of informed choice is patronising. Ultimately, these products belong in the toolkit for adults who want to stop smoking. The proportionate response is responsible regulation grounded in evidence 💀"
p0310,syn_00,synthetic,advertising_regulation,"Advances in this sector give adult consumers a viable less harmful route. Moreover, adult consumers deserve continued access to less harmful alternatives. Balanced, evidence-based policy protects both adults and young people."
p0311,syn_13,synthetic,harm_reduction_framing,"Balanced regulaton protects young people far better than prohibition. This matters. At the same time, scientific evidence continues to position these products as less harmful. Balanced, evidence-based policy protects both adults and young people."
p0312,pro_00,professional,enforcement_policy,The coalition notes that youth exposure online is poorly captured by current advertising rules. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed.
p0313,syn_13,synthetic,flavour_restrictions,"For many adults this is the most effective route away from cigarettes. Worth remembering. A measured framework shields minors while preserving adult access. Crucially, innovation in this category has helped many adults move away from smoking."
p0314,pro_08,professional,taxation,Our briefing summarises the trial evidence without overstating the strength of individual findings. Members have asked for clearer guidance on how to discuss switching with patients who still smoke. Article 5.3 obligations mean policymakers should document and publish all industry contacts.
p0315,syn_05,synthetic,youth_exposure,Raising taxes on safer products simply protects the cigarette trade. It is that simple. Proportionate rules safeguard youth without removing adult options. Policymakers should pursue evidence-based policy rather than restriction.
p0316,syn_06,synthetic,flavour_restrictions,"The comparative-risk picture clearly favours these products over cigarettes. A measured framework shields minors while preserving adult access. Crucially, scientific evidence continues to position these products as less harmful."
p0317,mix_09,mixed,enforcement_policy,"nah punitive taxation penalises the very smokers we want to help switch. For many adults this is the most effective route away from cigarettes. A proportionate, evidence-based approach serves public health best tbh fwiw."
p0318,org_08,organic,harm_reduction_framing,"honestly I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults 😂 I'm not industry, I'm just someone who quit, and I want evidence-based policy not panic real talk teh evidence that switching is less harmful saved my life, full stop 🔥"
p0319,org_21,organic,enforcement_policy,the regulatory balance here is genuinely difficult to get right i do think proportionate rule smake more sense than a blanket ban
p0320,org_00,organic,youth_exposure,kids are getting hooked on these things at my school and it's scary …
p0321,syn_09,synthetic,retail_licensing,"Grown consumers are entitled to make their own choices about safer products. We should not abandon the smokers who finally found something that works. Crucially, a measured framework shields minors while preserving adult access. A proportionate, evidence-based approach serves public health best."
p0322,pro_08,professional,enforcement_policy,Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Article 5.3 obligations mean policymakers should document and publish all industry contacts. We remain concerned about marketing that appears designed to appeal to under-eighteens.
p0323,syn_15,synthetic,youth_exposure,"Leading reviews place the relative risk well below that of combustible tobacco. Notably, informed adults do not need the state to decide this for them. Responsible regulation, not prohibition, is the proportionate path forward."
p0324,syn_13,synthetic,enforcement_policy,"International evidence suggests these products are markedly less harmful than smoking. Importantly, scientific evidence continues to position these products as less harmful. Importantly, treating adult consumers as incapable of informed choice is patronising. The proportionate response is responsible regulation grounded in evidence."
p0325,org_00,organic,taxation,"lol my nephew vapes more than he breathes, ban the sweet ones already 💀"
p0326,mix_02,mixed,retail_licensing,"fwiw we should really really not abandon the smokers who finally found something that works. Importantly, proportionate rules safeguard youth without removing adult options. That said, product innovation has supported countless adults in leaving cigarettes behind. A proportionate, evidence-based approach serves public health best imo."
p0327,pro_01,professional,advertising_regulation,Transparency registers for stakeholder meetings would strengthen public trust in the process. Our organisation urges members to respond to the consultation before the deadline this Friday.
p0328,org_28,organic,enforcement_policy,yeah off topic but the new phone update is terrible
p0329,org_15,organic,age_restrictions,"the science seems messy honestly, depends which study you read off topic but the new phone updat eis terrible 👀"
p0330,syn_12,synthetic,youth_exposure,"Bans rarely remove demand; they simply create an unregulated grey market. Crucially, a measured framework shields minors while preserving adult access. Moreover, excise hikes fall hardest on lower-income adults trying to quit smoking. The proportionate response is responsible regulation grounded in evidence (my view)."
p0331,syn_05,synthetic,age_restrictions,"These products belong in the toolkit for adults who want to stop smoking. Importantly, balanced regulation protects young people far better than prohibition. Importantly, better enforcement of current age limits beats sweeping new restrictions. The proportionate response is responsible regulation grounded in evidence."
p0332,mix_06,mixed,youth_exposure,for many adults this is the most effective route away from cigarettes. restrictive policy risks fuelling an uncontrolled illicit trade tbh
p0333,syn_15,synthetic,advertising_regulation,"Responsible adults should retain the freedom to choose smoke-free products. Expert assessments consistently rank these alternatives as far less harmful. Responsible regulation, not prohibition, is the proportionate path forward."
p0334,syn_14,synthetic,flavour_restrictions,"Let us be clear. A growing body of evidence frames these alternatives as reduced-risk. Moreover, better enforcement of current age limits beats sweeping new restrictions."
p0335,syn_15,synthetic,flavour_restrictions,"Raising taxes on safer products simply protects the cigarette trade. In practice, respecting adult autonomy is consistent with protecting young people. A proportionate, evidence-based approach serves public health best."
p0336,org_27,organic,age_restrictions,evidence is mixed and policy should reflect that uncertainty this is about adult choice too adult smokers trying to quit shouldn't be an afterthought in this debate this is about adult choice too
p0337,mix_09,mixed,harm_reduction_framing,"ngl the comparative-risk picture clearly favours these products over cigarettes. Importantly, regressive taxes on these products undermine public health goals. Let us be clear. Balanced, evidence-based policy protects both adults and young people - just saying honestly."
p0338,syn_08,synthetic,advertising_regulation,"Stronger enforcement of existing safeguards is preferable to broad new bans. Importantly, heavy-handed restrictions could reverse the gains made by adult switchers. Balanced, evidence-based policy protects both adults and young people."
p0339,pro_05,professional,enforcement_policy,Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. Article 5.3 obligations mean policymakers should document and publish all industry contacts.
p0340,pro_11,professional,taxation,"We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour."
p0341,pro_11,professional,harm_reduction_framing,"Article 5.3 obligations mean policymakers should document and publish all industry contacts. Frontline cessation services report rising demand from young clients, and we need resourcing to match."
p0342,org_18,organic,taxation,real talk personal responsibility matters but so does keeping safer options affordable and legal 🤷 balanced regulation is fine but please don't price ordinary quitters out 😂 I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults
p0343,syn_05,synthetic,age_restrictions,regressive taxes on these products undermine public health goals. For many adults this is the most effective route away from cigarettes. Better enforcement of current age limits beats sweeping new restrictions. The proportionate response is responsible regulation grounded in evidence.
p0344,org_12,organic,retail_licensing,i do think proportionate rules make more sense than a blanket ban this is about adult choice too i do think proportionate rules make more sense than a blanket ban flavours like bubblegum are obviously aimed at teenagers come on this weather is doing my head in
p0345,syn_08,synthetic,advertising_regulation,"For many adults this is the most effective route away from cigarettes. Ultimately, we should really not abandon the smokers who finally found something that works. Policymakers should pursue evidence-based policy rather than restriction."
p0346,syn_14,synthetic,advertising_regulation,"Stronger enforcement of existing safeguards is preferable to broad new bans. Ultimately, the voices of successful adult switchers are missing from this conversation. In practice, sensible oversight protects children without resorting to outright bans. A proportionate, evidence-based approach serves public health best."
p0347,org_17,organic,taxation,"ok so why puinsh ex smokers for the sins of a few dodgy shops 👀 ngl switched 3 years ago and my chest feels so much better 😂 fwiw the tax hike means i might as well smoke again, great job 🔥"
p0348,org_16,organic,enforcement_policy,"wait nede coffee before i can think about any of this 🙄 idk vape shop guy was actually really helpful tbf 😂 vape shop gyu was actually really helpful tbf !! imo complicated issue, not as black and white as twitter makes out 🙄 imo off topic but the new phone update is terrible"
p0349,pro_03,professional,youth_exposure,Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. Transparency registers for stakeholder meetings would strengthen public trust in the process. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0350,syn_03,synthetic,advertising_regulation,"A measured framework shields minors while preserving adult access. In practice, heavy-handed restrictions could reverse the gains made by adult switchers. The proportionate response is responsible regulation grounded in evidence."
p0351,org_23,organic,taxation,"my doctor actually suggested I try it and I never looked back 💀 honestly I've watched friends go back to cigarettes after flavour bans, it'sh eartbreaking honestly 🤷"
p0352,org_28,organic,youth_exposure,"vaping got me off a 20-a-day habit after 15 years, leave it alone flavours like bubblegum are obviously aimed at teenagers come on 👀"
p0353,syn_14,synthetic,retail_licensing,"Restrictive policy risks fuelling an uncontrolled illicit trade. It is that simple. Notably, these products belong in the toolkit for adults who want to stop smoking. Crucially, excise hikes fall hardest on lower-income adults trying to quit smoking. Responsible regulation, not prohibition, is the proportionate path forward."
p0354,org_13,organic,harm_reduction_framing,"got a sore throat from a dodgy dispsoable, never again i do think proportionate rules make more sense than a blanket ban"
p0355,mix_00,mixed,retail_licensing,"policy debate overlooks the adults who quit smoking using these products. At the same time, flavour bans risk pushing former smokers back toward combustible cigarettes. Policymakers should really really pursue evidence-based policy rather than restriction (my view)."
p0356,mix_00,mixed,youth_exposure,"ok so restrictive policy risks fuelling an uncontrolled illicit trade. At the same time, leading reviews place the relative risk well below that of combustible tobacco. Disproportionate measures threaten to undo progress among adult quitters. The proportionate response is responsible regulation grounded in evidence (my view) ??"
p0357,org_37,organic,retail_licensing,real talk two years smoke free this month and I'm not going back to analogues 🙄
p0358,org_20,organic,flavour_restrictions,"I've watched friends go back to cigarettes after flavour bans, it's heartbreaking honestly 👀"
p0359,mix_07,mixed,flavour_restrictions,"nah stronger enforcement of existing safeguards is preferable to broad new bans. informed adults do not need the state to decide this for them. Balanced, evidence-based policy protects both adults and young people - just saying 💀"
p0360,org_25,organic,age_restrictions,"my nephew vapes more than heb reathes, ban teh sweet ones already 🤷 fwiw my nephew vaeps more than he breathes, ban the sweet ones already 🙄 enforcement is non existent round here, shops sell to anyone … ok so enforcement is non existent round here, shops sell to anyone 🙄"
p0361,syn_09,synthetic,enforcement_policy,"A measured framework shields minors while preserving adult access. Notably, informed adult users ought to keep access to reduced-risk options. Notably, raising taxes on safer products simply protects the cigarette trade. Responsible regulation, not prohibition, is the proportionate path forward."
p0362,org_19,organic,advertising_regulation,"real talk the tax hike means i might as well smoke again, great job 🔥 yeah flavour bans just push people back to cigarettes, makes no sense 😂 ngl prohibition never works, it just creates a black market 💀 vaping got me off a 20-a-day habit after 15 years, leave it alone 🔥"
p0363,pro_01,professional,age_restrictions,A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open. The disposable-product waste stream raises distinct environmental and equity questions for local authorities.
p0364,mix_05,mixed,age_restrictions,"look we should really really not abandon the smokers who finally found something that works. Adults can weigh the risks and make informed decisions for themselves. That said, the comparative-risk picture clearly favours these products over cigarettes. Balanced, evidence-based policy protects both adults and young people tbh 🙄"
p0365,org_02,organic,harm_reduction_framing,the disposables are an environmental nightmare too btw 😂 hmm spent way too much on juice this month lmao 🤷 i switched and it helped me but iw ouldnt recommend it to a non smoker 🤷
p0366,mix_09,mixed,age_restrictions,"honestly policy debate overlooks the adults who quit smoking using these products. overly strict rules may drive ex-smokers back to far more harmful products. Importantly, adults can weigh the risks and make informed decisions for themselves. Balanced, evidence-based policy protects both adults and young people honestly !!"
p0367,mix_03,mixed,flavour_restrictions,"sensible oversight protects children without resorting to outright bans. Ultimately, policy debate overlooks the adults who quit smoking using these products. A proportionate, evidence-based approach serves public health best imo (my view) 😂"
p0368,org_37,organic,youth_exposure,"started on 18mg now I'm on 3mg, that's progress nobody talks about 👀"
p0369,syn_03,synthetic,advertising_regulation,"Enforcing existing age verification is more effective than new blanket rules. Ultimately, a growing body of evidence frames these alternatives as reduced-risk. Balanced, evidence-based policy protects both adults and young people."
p0370,org_08,organic,flavour_restrictions,"the corne rshop near me got raided for selling to kids, that's the real problem not me …"
p0371,org_18,organic,youth_exposure,smoke-free alternatives worked for me when patches and gum never did 👀 my doctor actually suggested I try it and I never looked back 👀
p0372,syn_02,synthetic,enforcement_policy,"Raising taxes on safer products simply protects the cigarette trade. We should make it easier, not harder, for adults to leave smoking behind. Ultimately, adults can weigh the risks and make informed decisions for themselves. The proportionate response is responsible regulation grounded in evidence."
p0373,org_32,organic,taxation,"the innovation in these devices is the only reason I'm not smoking today ?? started on 18mg now i'm on 3mg, that's progress nobody talks about !!"
p0374,pro_05,professional,advertising_regulation,Our briefing summarises the trial evidence without overstating the strength of individual findings. The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0375,mix_05,mixed,advertising_regulation,hmm balanced regulaton protects young people far better than prohibition. The voices of successful adult switchers are missing from this conversation. Restrictive policy risks fuelling an uncontrolled illicit trade (my view) tbh ??
p0376,org_23,organic,taxation,"i've watched friends go back to cigarettes after flavour bans, it's heartbreaking honestly"
p0377,mix_01,mixed,advertising_regulation,"Prohibition tends to hand the market to unregulated illicit suppliers. Notably, excise hikes fall hardest on lower-income adults trying to quit smoking. The proportionate response is responsible regulaton grounded in evidence - just saying - just saying."
p0378,pro_09,professional,flavour_restrictions,Transparency registers for stakeholder meetings would strengthen public trust in the process. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0379,syn_13,synthetic,harm_reduction_framing,"Bans rarely remove demand; they simply create an unregulated grey market. That said, the evidence base increasingly supports these products as harm reduction tools. A proportionate, evidence-based approach serves public health best."
p0380,org_26,organic,age_restrictions,enforcement matters more than the wording of the statute honestly the regulatory balance here is genuinely difficult to get right spent way too much on juice this month lmao
p0381,syn_08,synthetic,harm_reduction_framing,"Advances in this sector give adult consumers a viable less harmful route. Ultimately, the comparative-risk picture clearly favours these products over cigarettes. Heavy-handed restrictions could reverse the gains made by adult switchers. Balanced, evidence-based policy protects both adults and young people."
p0382,syn_05,synthetic,harm_reduction_framing,"The point stands. For many adults this is the most effective route away from cigarettes. Ultimately, international evidence suggests these products are markedly less harmful than smoking. The proportionate response is responsible regulation grounded in evidence."
p0383,org_18,organic,harm_reduction_framing,"real talk personal responsibility mattesr but so does keeping safer options affordable and legal ?? real talk started on 18mg now I'm on 3mg, that's progress nobody talks about 💀"
p0384,org_06,organic,harm_reduction_framing,"hmm spent way too much on juic ethis month lmao ?? complicated issue, not as black and white as twitter makes out 😂"
p0385,mix_09,mixed,harm_reduction_framing,the evidence base increasingly supports these products as harm reduction tools. It is that simple. overly strict rules may drive ex-smokers back to far more harmful products - just saying.
p0386,syn_07,synthetic,age_restrictions,"Applying the rules already on the books works better than fresh prohibitions. Moreover, adults can weigh the risks and make informed decisions for themselves. Balanced, evidence-based policy protects both adults and young people."
p0387,org_38,organic,advertising_regulation,"I'm not industry, I'm just someone who quit, and I want evidence-based policy not panic 🔥"
p0388,org_33,organic,age_restrictions,"honestly i've seen 13 yr olds buying these at the corner shop, licensing is a joke … lol vaping got me off a 20-a-day habit after 15 years, leave it alone 🤷 wait anyone know if the new menthol ones are any good guess we'll see what the ocnsultation says ??"
p0389,syn_02,synthetic,enforcement_policy,"the evidence base increasingly supports these products as harm reduction tools. That said, we should really make it easier, not harder, for adults to leave smoking behind. Crucially, informed adult users ought to keep access to reduced-risk options tbh."
p0390,mix_03,mixed,advertising_regulation,"enforcing existing age verification is more effective than new blanket rules. That said, balanced regulation protects young people far better than prohibition honestly - just saying ??"
p0391,mix_04,mixed,taxation,"heavy-handed restrictions could reverse the gains made by adult switchers. Applying the rules already on the books works better than fresh prohibitions. adult consumers deserve continued access to less harmful alternatives. This matters. Responsible regulation, not prohibition, is the proportionate path forward imo - just saying."
p0392,pro_03,professional,advertising_regulation,"Independent review of the latest cohort study suggests the relative-risk picture remains uncertain and warrants caution. The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour. The coalition notes that youth exposure online is poorly captured by current advertising rules."
p0393,org_38,organic,youth_exposure,"honestly the innovation in these devices is the only reason I'm no tsmoking today ?? personal responsibility matters but so does keeping safer options affordable and legal … started on 18mg now I'm on 3mg, that's progress nobody talks about 🔥 real talk teh evidence that switching is less harmful saved my life, full stop !!"
p0394,org_14,organic,retail_licensing,"yeah guess we'll see what the consultation says 💀 enforcement is non existent round here, shops slel to anyone ??"
p0395,syn_06,synthetic,advertising_regulation,"The data increasingly recognise the harm reduction potential of these options. That said, heavy-handed restrictions could reverse the gains made by adult switchers. At the same time, expert assessments consistently rank these alternatives as far less harmful. The proportionate response is responsible regulation grounded in evidence."
p0396,org_18,organic,harm_reduction_framing,"personal responsibility matters but so does keeping safer options affordable and legal 👀 honestly I'm not industry, I'm just someone who quit, and I want evidence-based policy not panic"
p0397,org_34,organic,age_restrictions,"real talk flavour bans just push people back to cigarettes, makes no sense"
p0398,syn_04,synthetic,age_restrictions,"These products belong in the toolkit for adults who want to stop smoking. Ultimately, driving products underground makes them less safe, not more. Notably, the evidence base increasingly supports these products as harm reduction tools. A proportionate, evidence-based approach serves public health best."
p0399,syn_07,synthetic,flavour_restrictions,Flavour bans risk pushing former smokers back toward combustible cigarettes. Better enforcement of current age limits beats sweeping new restrictions.
p0400,org_23,organic,age_restrictions,"started on 18mg now I'm on 3mg, that's progress nobody talks about 💀"
p0401,pro_11,professional,retail_licensing,Our organisation urges members to respond to the consultation before the deadline this Friday. We remain concerned about marketing that appears designed to appeal to under-eighteens.
p0402,org_12,organic,advertising_regulation,this weather is doing my head in i do think proportionate rules make more sense than a blanket ban from a public health standpoint the priority should be young people
p0403,org_15,organic,youth_exposure,"my nephew vapes more than he breathes, ban the sweet ones already 💀 imo vaping got me off a 20-a-day habit after 15 years, leave it alone … honestly vaping got me off a 20-a-day habit after 15 years, leave it alone honestly tried the mango pods, way too sweet for me, went back to mint 💀 vaping ogt me off a 20-a-day habit after 15 years, leave it alone 💀"
p0404,mix_09,mixed,age_restrictions,"honestly informed adults do not need the state to decide this for them. Notably, overly strict rules may drive ex-smokers back to far more harmful products. Balanced, evidence-based policy protects both adults and young people (my view) imo 👀"
p0405,syn_11,synthetic,age_restrictions,"Raising taxes on safer products simply protects the cigarette trade. That said, cessation support should include the option that actually works for people. Leading reviews place the relative risk well below that of combustible tobacco."
p0406,org_35,organic,enforcement_policy,"the chemist near me stopped stocking my brand, gutted 🤷"
p0407,org_31,organic,youth_exposure,"the taxh ike means i might as well smoke again, great job 🤷 honestly i switched and it helped me but i wouldnt recommend it to a non smoker … need coffee before i can think about any of this … the science seems messy honestly, depends which study you read 🙄"
p0408,org_10,organic,flavour_restrictions,"hmm i mean both sides have a point? protect kids but dont punish quitters 💀 why punish ex smokers for the sins of a few dodgy shops we banned cig ads for a reason, why is this any different !! see the disposables are an environmental nightmare too btw 😂 hmm vaping got me off a 20-a-day habit after 15 years, leave it alone 🔥"
p0409,pro_02,professional,age_restrictions,Independent review of the latest cohort study suggests the relative-risk picture remains uncertain and warrants caution. We support proportionate taxation provided revenue is ring-fenced for cessation support.
p0410,org_13,organic,retail_licensing,"from a public health standpoint the priority should be young people the science seems messy honestly, depends which study you read"
p0411,org_01,organic,flavour_restrictions,flavours like bubblegum are obviously aimed at teenagers come on 🙄 ok so need coffee before i can think about any of this 🔥 wait anyone know if the enw menthol ones are any good 🔥
p0412,syn_14,synthetic,youth_exposure,"driving products underground makes them less safe, not more. That said, raising taxes on safer products simply protects the cigarette trade. Balanced, evidence-based policy protects both adults and young people."
p0413,mix_01,mixed,age_restrictions,"fwiw overly strict rules may drive ex-smokers back to far more harmful products. The millions of adults who have already switched are too often ignored. At the same time, responsible adults should really retain the freedom to choose smoke-free products. Balanced, evidence-based policy protects both adults and young people fwiw."
p0414,syn_11,synthetic,flavour_restrictions,"Better enforcement of current age limits beats sweeping new restrictions. Driving products underground makes them less safe, not more. Sensible oversight protects children without resorting to outright bans. Balanced, evidence-based policy protects both adults and young people."
p0415,pro_07,professional,age_restrictions,Members have asked for clearer guidance on how to discuss switching with patients who still smoke. Article 5.3 obligations mean policymakers should document and publish all industry contacts. The coalition notes that youth exposure online is poorly captured by current advertising rules.
p0416,pro_10,professional,harm_reduction_framing,The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Members have asked for clearer guidance on how to discuss switching with patients who still smoke.
p0417,mix_02,mixed,advertising_regulation,"the data increasingly recognise the harm reduction potential of these options. Prohibition tends to hand the market to unregulated illicit suppliers. In practice, cessation support should really include the option that actually works for people tbh honestly"
p0418,org_33,organic,taxation,"real talk prohibition never works, it just creates a black market 😂 flavour bans just push people back to cigarettes, make sno sense fwiw spent way too umch on juice this month lmao"
p0419,org_01,organic,youth_exposure,spent way too much on juice this month lmao 🤷 ok so the disposables are an environmental nightmare too btw yeah anyone know if the new menthol oens are any good 💀
p0420,syn_06,synthetic,retail_licensing,"Worth remembering. Balanced regulation protects young people far better than prohibition. That said, these products belong in the toolkit for adults who want to stop smoking. Policymakers should pursue evidence-based policy rather than restriction."
p0421,org_17,organic,taxation,"why punish ex smokers for the sins of a few dodgy shops !! ngl my nephew vapes more than he breathes, bna the sweet ones already 🤷"
p0422,pro_00,professional,enforcement_policy,Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. We remain concerned about marketing that appears designed to appeal to under-eighteens.
p0423,org_26,organic,youth_exposure,"i've seen 13 yr olds buying these at the corner shop, licensing is a joke we banned cig ads for a reason, why is this any different from a public health standpoint teh priority shouldb e young people"
p0424,org_13,organic,youth_exposure,i switched and it helped me but i wouldnt recommend it to a non smoker i do think proportionate rules make more sense than a blanket ban enforcement matters more than the wording of the statute honestly
p0425,org_03,organic,youth_exposure,"nah vaping got me off a 20-a-day habit after 15 years, leave it alone 🤷"
p0426,pro_10,professional,age_restrictions,We support proportionate taxation provided revenue is ring-fenced for cessation support. The coalition notes that youth exposure online is poorly captured by current advertising rules.
p0427,syn_01,synthetic,advertising_regulation,"stronger enforcement of existing safeguards is preferable to broad new bans. Adult consumers deserve continued access to less harmful alternatives. That said, respecting adult autonomy is consistent with protecting young people. Policymakers should pursue evidence-based policy rather than restriction fwiw."
p0428,org_12,organic,advertising_regulation,i do think proportionate rules make more sense than a blanket ban this is about adult choice too from a public health standpoint the priority should be young people evidence-based policy please
p0429,syn_08,synthetic,harm_reduction_framing,"Leading reviews place the relative risk well below that of combustible tobacco. Responsible adults should retain the freedom to choose smoke-free products. Balanced, evidence-based policy protects both adults and young people."
p0430,syn_03,synthetic,age_restrictions,"Proportionate rules safeguard youth without removing adult options. That said, adults can weigh the risks and make informed decisions for themselves. Balanced, evidence-based policy protects both adults and young people."
p0431,org_34,organic,harm_reduction_framing,"anwyay who's watching the match tonight 💀 enforcement is non existent round here, shops sell to anyone 👀"
p0432,syn_10,synthetic,retail_licensing,"A growing body of evidence frames these alternatives as reduced-risk. At the same time, proportionate rules safeguard youth without removing adult options. Moreover, applying the rules already on the books works better than fresh prohibitions. A proportionate, evidence-based approach serves public health best."
p0433,mix_05,mixed,flavour_restrictions,"punitive taxation penalises the very smokers we want to help switch. Worth remembering. Respecting adult autonomy is consistent with protecting young people. Balanced, evidence-based policy protects both adults and young people - just saying."
p0434,org_07,organic,age_restrictions,smoke-free alternatives worked for me when patches and gum never did 🔥 honestly smoke-free alternatives worked for me when patches and gum never did … I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults 🔥
p0435,org_22,organic,taxation,"spent way too much on juice this month lmao we banned cig ads for a reason, why is this any different 👀 wait switched 3 years ago and my chest feels so much better 😂 honestly tax them like cigarettes, simple !!"
p0436,mix_07,mixed,flavour_restrictions,"this matters. Heavy-handed restrictions could reverse the gains made by adult switchers. Importantly, expert assessments consistently rank these alternatives as far less harmful. The proportionate response is responsible regulaton grounded in evidence tbh fwiw."
p0437,org_03,organic,taxation,"wait my nephew vapes more than he breathes, ban the sweet ones already …"
p0438,mix_06,mixed,enforcement_policy,"the millions of adults who have already switched are too often ignored. That said, driving products underground makes them less safe, not more. Responsible adults should really retain the freedom to choose smoke-free products imo 💀"
p0439,org_24,organic,retail_licensing,evidence is mixed and policy should refelct that uncertainty adult smokers trying to quit shouldn't be an afterthought in this debate the regulatory balance here is genuinely diffiuclt to get right evidence is mixed and policy should reflect that uncertainty this is about adult choice too
p0440,org_14,organic,taxation,"tax them like cigarettes, simple 😂 idk spent way too much on juice this month lmao 😂"
p0441,syn_06,synthetic,flavour_restrictions,"Sensible oversight protects children without resorting to outright bans. Importantly, the comparative-risk picture clearly favours these products over cigarettes. Policymakers should pursue evidence-based policy rather than restriction."
p0442,mix_07,mixed,taxation,"lol a measured framework shields minors while preserving adult access. Policy debate overlooks the adults who quit smoking using these products. enforcing existing age verification is more effective than new blanket rules. Balanced, evidence-based policy protects both adults and young people (my view)."
p0443,pro_11,professional,retail_licensing,We will continue to scrutinise third-party groups that do not disclose their funding sources. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open. Survey data from our regional partners show uneven retailer compliance with existing age checks.
p0444,mix_02,mixed,taxation,"expert assessments consistently rank these alternatives as far less harmful. Let us be clear. At the same time, informed adults do not need the state to decide this for them. The proportionate response is responsible regulaton grounded in evidence 🙄"
p0445,org_14,organic,retail_licensing,see the disposables are an environmental nightmare too btw ?? nah spent way too much on juice this month lmao 🔥
p0446,org_01,organic,harm_reduction_framing,"tbh vaping got me off a 20-a-day habit after 15 years, leave it alone … hmm flavours like bubblgeum are obviously aimed at teenagers come on ?? nanny state nonsense, regulate the cowboys not the rest of us 🔥"
p0447,syn_09,synthetic,enforcement_policy,"Respecting adult autonomy is consistent with protecting young people. Ultimately, the voices of successful adult switchers are missing from this conversation. Importantly, informed adult users ought to keep access to reduced-risk options. Responsible regulation, not prohibition, is the proportionate path forward."
p0448,pro_02,professional,age_restrictions,Article 5.3 obligations mean policymakers should document and publish all industry contacts. We remain concerned about marketing that appears designed to appeal to under-eighteens.
p0449,pro_05,professional,flavour_restrictions,"Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Frontline cessation services report rising demand from young clients, and we need resourcing to match."
p0450,syn_01,synthetic,age_restrictions,"Disproportionate measures threaten to undo progress among adult quitters. Worth remembering. Respecting adult autonomy is consistent with protecting young people. In practice, international evidence suggests these products are markedly less harmful than smoking. Responsible regulation, not prohibition, is the proportionate path forward."
p0451,syn_05,synthetic,youth_exposure,Excise hikes fall hardest on lower-income adults trying to quit smoking. Better enforcement of current age limits beats sweeping new restrictions. Policymakers should pursue evidence-based policy rather than restriction.
p0452,mix_06,mixed,enforcement_policy,"see respecting adult autonomy is consistent with protecting young people. international evidence suggests these products are markedly less harmful than smoking. Balanced, evidence-based policy protects both adults and young people (my view) ??"
p0453,pro_02,professional,youth_exposure,"Frontline cessation services report rising demand from young clients, and we need resourcing to match. The disposable-product waste stream raises distinct environmental and equity questions for local authorities."
p0454,pro_00,professional,taxation,The coalition notes that youth exposure online is poorly captured by current advertising rules. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed. Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Survey data from our regional partners show uneven retailer compliance with existing age checks.
p0455,mix_06,mixed,youth_exposure,"wait scientific evidence continues to position these products as less harmful. Excise hikes fall hardest on lower-income adults trying to quit smoking. Responsible regulation, not prohibition, is the proportionate path forward honestly (my view) …"
p0456,org_18,organic,retail_licensing,balanced regulation is fine but please don't price ordinary quitters out
p0457,pro_03,professional,youth_exposure,"The disposable-product waste stream raises distinct environmental and equity questions for local authorities. The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour."
p0458,syn_08,synthetic,flavour_restrictions,"For many adults this is the most effective route away from cigarettes. Ultimately, adult consumers deserve continued access to less harmful alternatives. Responsible regulation, not prohibition, is the proportionate path forward."
